DATE;Location;GEOGRAPHY_CODE;Gender;Age Group;Claimant Count;Claimant Rate (% of population);partlookup;lookup;Population;partdem;demographic_category
2020-09-01;Leicester;E06000016;Male;Aged 55-59;700;7.24562674671359;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2020-09-01;Leicester;E06000016;Female;Aged 40-44;750;6.088650754992694;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2020-09-01;Leicester;E06000016;Female;Aged 50-54;600;5.4684651841049945;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2020-09-01;Leicester;E06000016;Female;Aged 60-64;465;5.396935933147632;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2020-09-01;England;E92000001;Total;Aged 25-29;316015;8.505812343231996;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2020-09-01;England;E92000001;Total;Aged 30-34;300930;7.613498507938475;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2020-09-01;England;E92000001;Total;Aged 55-59;171920;4.516640399288666;EnglandTotal;EnglandTotalAged 55-59;3806369;England Total;England Total Aged 55-59
2020-09-01;England;E92000001;Total;Aged 60-64;133855;4.111028323727472;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2020-09-01;England;E92000001;Male;Aged 16-24;266350;8.78143893611227;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2020-09-01;England;E92000001;Male;Aged 35-39;152330;8.270241950589199;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2020-09-01;England;E92000001;Male;Aged 40-44;125450;7.153500025945336;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2020-09-01;England;E92000001;Male;Aged 60-64;77845;4.8593567508822;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2020-09-01;England;E92000001;Male;Aged 65+;12495;0.2624607411664474;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2020-09-01;England;E92000001;Female;Aged 30-34;120310;5.884971335772565;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2020-09-01;England;E92000001;Female;Aged 65+;9110;0.16150778419652537;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2020-10-01;Leicester;E06000016;Total;All categories: Age 16+;17025;6.878176485322516;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2016-05-01;Leicester;E06000016;Total;Aged 16-24;880;1.4759900035222489;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2016-05-01;Leicester;E06000016;Total;Aged 40-44;450;1.8226740653732432;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2016-05-01;Leicester;E06000016;Total;Aged 65+;0;0.0;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2016-05-01;Leicester;E06000016;Male;Aged 30-34;380;2.8672753338866674;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2016-05-01;Leicester;E06000016;Female;All categories: Age 16+;1680;1.339445883994419;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2016-05-01;Leicester;E06000016;Female;Aged 25-29;235;1.7040098615038795;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2016-05-01;Leicester;E06000016;Female;Aged 35-39;170;1.2110849896701574;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2016-05-01;Leicester;E06000016;Female;Aged 40-44;170;1.3800941711316772;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2016-05-01;England;E92000001;Total;Aged 30-34;70095;1.773396397547428;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2016-05-01;England;E92000001;Total;Aged 35-39;59955;1.5796795586224341;EnglandTotal;EnglandTotalAged 35-39;3795390;England Total;England Total Aged 35-39
2016-05-01;England;E92000001;Total;Aged 45-49;65915;1.8296279539060885;EnglandTotal;EnglandTotalAged 45-49;3602645;England Total;England Total Aged 45-49
2016-05-01;England;E92000001;Total;Aged 50-54;64850;1.6595210445693356;EnglandTotal;EnglandTotalAged 50-54;3907754;England Total;England Total Aged 50-54
2016-05-01;England;E92000001;Total;Aged 60-64;29505;0.9061737752910167;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2016-05-01;England;E92000001;Male;Aged 35-39;37590;2.040821866491486;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2016-05-01;England;E92000001;Male;Aged 40-44;36585;2.0861761534412926;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2016-05-01;England;E92000001;Female;Aged 30-34;25395;1.2421980473106498;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2016-05-01;England;E92000001;Female;Aged 35-39;22365;1.144876976275733;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2016-05-01;England;E92000001;Female;Aged 45-49;25655;1.4053337496473657;EnglandFemale;EnglandFemaleAged 45-49;1825545;England Female;England Female Aged 45-49
2016-05-01;England;E92000001;Female;Aged 50-54;24060;1.2121584632692306;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2016-06-01;Leicester;E06000016;Total;All categories: Age 16+;4535;1.832160373623355;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2016-06-01;Leicester;E06000016;Total;Aged 25-29;670;2.4552917033128114;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2016-06-01;Leicester;E06000016;Total;Aged 50-54;415;1.8955830630795232;LeicesterTotal;LeicesterTotalAged 50-54;21893;Leicester Total;Leicester Total Aged 50-54
2016-06-01;Leicester;E06000016;Total;Aged 55-59;360;1.848523748395379;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2016-06-01;Leicester;E06000016;Total;Aged 65+;0;0.0;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2016-06-01;Leicester;E06000016;Male;Aged 16-24;560;1.9080718252751372;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2016-06-01;Leicester;E06000016;Male;Aged 35-39;350;2.649307395352358;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2016-06-01;Leicester;E06000016;Male;Aged 40-44;280;2.263357853043408;LeicesterMale;LeicesterMaleAged 40-44;12371;Leicester Male;Leicester Male Aged 40-44
2016-06-01;Leicester;E06000016;Male;Aged 50-54;255;2.3349510118121053;LeicesterMale;LeicesterMaleAged 50-54;10921;Leicester Male;Leicester Male Aged 50-54
2016-06-01;Leicester;E06000016;Female;Aged 35-39;170;1.2110849896701574;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2016-06-01;Leicester;E06000016;Female;Aged 40-44;160;1.298912161065108;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2016-06-01;Leicester;E06000016;Female;Aged 45-49;165;1.4524647887323943;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2016-06-01;Leicester;E06000016;Female;Aged 55-59;135;1.3755858976971673;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2016-06-01;England;E92000001;Total;Aged 16-24;127215;2.1240619832392533;EnglandTotal;EnglandTotalAged 16-24;5989232;England Total;England Total Aged 16-24
2016-06-01;England;E92000001;Total;Aged 65+;25;0.0002403544093064458;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2016-06-01;England;E92000001;Male;Aged 16-24;82225;2.7109210306808014;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2016-06-01;England;E92000001;Male;Aged 30-34;43730;2.2916584784289062;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2016-06-01;England;E92000001;Male;Aged 45-49;39535;2.224691913792133;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2016-06-01;England;E92000001;Male;Aged 50-54;40120;2.0864699289861743;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2016-06-01;England;E92000001;Male;Aged 65+;25;0.0005251315349468736;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2016-06-01;England;E92000001;Female;All categories: Age 16+;223185;1.2344819968402438;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2016-06-01;England;E92000001;Female;Aged 45-49;25095;1.3746579788501516;EnglandFemale;EnglandFemaleAged 45-49;1825545;England Female;England Female Aged 45-49
2016-06-01;England;E92000001;Female;Aged 60-64;10375;0.627253199293607;EnglandFemale;EnglandFemaleAged 60-64;1654037;England Female;England Female Aged 60-64
2016-07-01;Leicester;E06000016;Total;All categories: Age 16+;4290;1.7331792729535154;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2016-07-01;Leicester;E06000016;Total;Aged 16-24;870;1.4592173898458598;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2016-07-01;Leicester;E06000016;Total;Aged 25-29;620;2.2720609791849897;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2016-07-01;Leicester;E06000016;Total;Aged 40-44;410;1.6606585928956215;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2016-07-01;Leicester;E06000016;Total;Aged 45-49;390;1.7303340875815254;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2016-07-01;Leicester;E06000016;Total;Aged 60-64;230;1.3317121185802792;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2016-07-01;Leicester;E06000016;Total;Aged 65+;0;0.0;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2016-07-01;Leicester;E06000016;Male;Aged 16-24;535;1.8228900473610685;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2016-07-01;Leicester;E06000016;Male;Aged 45-49;235;2.102155827891582;LeicesterMale;LeicesterMaleAged 45-49;11179;Leicester Male;Leicester Male Aged 45-49
2016-07-01;Leicester;E06000016;Male;Aged 55-59;230;2.380705931063037;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2016-07-01;Leicester;E06000016;Female;Aged 40-44;155;1.2583211560318233;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2016-07-01;Leicester;E06000016;Female;Aged 55-59;135;1.3755858976971673;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2016-07-01;Leicester;E06000016;Female;Aged 65+;0;0.0;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2016-07-01;England;E92000001;Total;Aged 25-29;83710;2.2531258049521394;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2016-07-01;England;E92000001;Total;Aged 30-34;68140;1.7239350956399417;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2016-07-01;England;E92000001;Total;Aged 60-64;29845;0.9166160421474461;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2016-07-01;England;E92000001;Total;Aged 65+;25;0.0002403544093064458;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2016-07-01;England;E92000001;Male;Aged 35-39;36210;1.9658994356386457;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2016-07-01;England;E92000001;Female;All categories: Age 16+;225520;1.2473973606085165;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2016-07-01;England;E92000001;Female;Aged 16-24;46385;1.569112319146993;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2016-07-01;England;E92000001;Female;Aged 25-29;28775;1.5165697432345968;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2016-07-01;England;E92000001;Female;Aged 35-39;22190;1.135918627478583;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2016-08-01;Leicester;E06000016;Total;Aged 25-29;635;2.3270301964233364;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2016-08-01;Leicester;E06000016;Total;Aged 35-39;475;1.7432472108044625;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2016-08-01;Leicester;E06000016;Total;Aged 55-59;360;1.848523748395379;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2016-08-01;Leicester;E06000016;Total;Aged 60-64;220;1.2738115916854844;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2016-08-01;Leicester;E06000016;Total;Aged 65+;0;0.0;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2016-08-01;Leicester;E06000016;Male;Aged 16-24;545;1.856962758526696;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2016-08-01;Leicester;E06000016;Male;Aged 25-29;410;3.037712084166852;LeicesterMale;LeicesterMaleAged 25-29;13497;Leicester Male;Leicester Male Aged 25-29
2016-08-01;Leicester;E06000016;Male;Aged 35-39;325;2.4600711528271897;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2016-08-01;Leicester;E06000016;Male;Aged 65+;0;0.0;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2016-08-01;Leicester;E06000016;Female;Aged 16-24;350;1.1561839323467231;LeicesterFemale;LeicesterFemaleAged 16-24;30272;Leicester Female;Leicester Female Aged 16-24
2016-08-01;Leicester;E06000016;Female;Aged 25-29;225;1.6314988035675442;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2016-08-01;Leicester;E06000016;Female;Aged 35-39;150;1.068604402650139;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2016-08-01;Leicester;E06000016;Female;Aged 60-64;85;0.9865366759517177;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2016-08-01;Leicester;E06000016;Female;Aged 65+;0;0.0;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2016-08-01;England;E92000001;Total;Aged 30-34;68135;1.7238085961465723;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2016-08-01;England;E92000001;Total;Aged 40-44;57895;1.6169953910254868;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2016-08-01;England;E92000001;Male;All categories: Age 16+;382475;2.1822769386033736;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2016-08-01;England;E92000001;Male;Aged 16-24;83885;2.76565047927831;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2016-08-01;England;E92000001;Male;Aged 30-34;42720;2.23872970954683;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2016-08-01;England;E92000001;Male;Aged 35-39;36055;1.9574842350718415;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2016-08-01;England;E92000001;Male;Aged 40-44;34645;1.9755520797040749;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2016-08-01;England;E92000001;Male;Aged 50-54;39070;2.0318639114030366;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2016-08-01;England;E92000001;Male;Aged 60-64;19655;1.2269337393357267;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2016-08-01;England;E92000001;Male;Aged 65+;25;0.0005251315349468736;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2016-08-01;England;E92000001;Female;Aged 30-34;25415;1.2431763485883112;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2016-08-01;England;E92000001;Female;Aged 55-59;20285;1.0473980536003438;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2016-08-01;England;E92000001;Female;Aged 60-64;10860;0.6565753970437179;EnglandFemale;EnglandFemaleAged 60-64;1654037;England Female;England Female Aged 60-64
2016-09-01;Leicester;E06000016;Total;All categories: Age 16+;4135;1.670558576611372;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2016-09-01;Leicester;E06000016;Total;Aged 16-24;935;1.5682393787423892;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2016-09-01;Leicester;E06000016;Total;Aged 25-29;595;2.180445617121079;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2016-09-01;Leicester;E06000016;Total;Aged 30-34;495;1.8001309186122627;LeicesterTotal;LeicesterTotalAged 30-34;27498;Leicester Total;Leicester Total Aged 30-34
2016-09-01;Leicester;E06000016;Total;Aged 40-44;400;1.6201547247762162;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
