DATE;Location;GEOGRAPHY_CODE;Gender;Age Group;Claimant Count;Claimant Rate (% of population);partlookup;lookup;Population;partdem;demographic_category
2018-03-01;England;E92000001;Male;Aged 55-59;40320;2.156536063947285;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2018-03-01;England;E92000001;Male;Aged 60-64;30370;1.8958014583376248;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2018-04-01;Leicester;E06000016;Total;Aged 30-34;515;1.872863480980435;LeicesterTotal;LeicesterTotalAged 30-34;27498;Leicester Total;Leicester Total Aged 30-34
2018-04-01;Leicester;E06000016;Total;Aged 35-39;480;1.7615971814445095;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2018-04-01;Leicester;E06000016;Total;Aged 40-44;430;1.7416663291344323;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2018-04-01;Leicester;E06000016;Total;Aged 45-49;430;1.9078042504103998;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2018-04-01;Leicester;E06000016;Total;Aged 50-54;415;1.8955830630795232;LeicesterTotal;LeicesterTotalAged 50-54;21893;Leicester Total;Leicester Total Aged 50-54
2018-04-01;Leicester;E06000016;Total;Aged 60-64;265;1.5343639627120607;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2018-04-01;Leicester;E06000016;Male;Aged 16-24;545;1.856962758526696;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2018-04-01;Leicester;E06000016;Male;Aged 35-39;310;2.3465294073120884;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2018-04-01;Leicester;E06000016;Male;Aged 55-59;250;2.5877238381119967;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2018-04-01;Leicester;E06000016;Female;Aged 16-24;325;1.0735993657505285;LeicesterFemale;LeicesterFemaleAged 16-24;30272;Leicester Female;Leicester Female Aged 16-24
2018-04-01;Leicester;E06000016;Female;Aged 30-34;170;1.1934011934011934;LeicesterFemale;LeicesterFemaleAged 30-34;14245;Leicester Female;Leicester Female Aged 30-34
2018-04-01;Leicester;E06000016;Female;Aged 55-59;140;1.4265335235378032;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2018-04-01;Leicester;E06000016;Female;Aged 60-64;110;1.27669452181987;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2018-04-01;Leicester;E06000016;Female;Aged 65+;0;0.0;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2018-04-01;England;E92000001;Total;Aged 30-34;87800;2.22133110356893;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2018-04-01;England;E92000001;Total;Aged 55-59;68535;1.8005348404214094;EnglandTotal;EnglandTotalAged 55-59;3806369;England Total;England Total Aged 55-59
2018-04-01;England;E92000001;Total;Aged 60-64;51725;1.5886066269082475;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2018-04-01;England;E92000001;Total;Aged 65+;135;0.0012979138102548074;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2018-04-01;England;E92000001;Male;All categories: Age 16+;454220;2.5916303838222743;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2018-04-01;England;E92000001;Male;Aged 35-39;46005;2.4976858198441287;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2018-04-01;England;E92000001;Male;Aged 55-59;41255;2.206545022771459;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2018-04-01;England;E92000001;Male;Aged 65+;100;0.002100526139787494;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2018-04-01;England;E92000001;Female;All categories: Age 16+;297030;1.6429338330150218;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2018-04-01;England;E92000001;Female;Aged 16-24;54335;1.838045011552266;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2018-04-01;England;E92000001;Female;Aged 25-29;37255;1.9635032418489975;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2018-04-01;England;E92000001;Female;Aged 55-59;27280;1.4085786986550346;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2018-05-01;Leicester;E06000016;Total;All categories: Age 16+;4335;1.7513594751173633;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2018-05-01;Leicester;E06000016;Total;Aged 40-44;425;1.7214143950747298;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2018-05-01;Leicester;E06000016;Total;Aged 55-59;380;1.951219512195122;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2018-05-01;Leicester;E06000016;Total;Aged 60-64;285;1.65016501650165;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2018-05-01;Leicester;E06000016;Male;Aged 16-24;540;1.8399264029438822;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2018-05-01;Leicester;E06000016;Male;Aged 25-29;385;2.852485737571312;LeicesterMale;LeicesterMaleAged 25-29;13497;Leicester Male;Leicester Male Aged 25-29
2018-05-01;Leicester;E06000016;Male;Aged 30-34;340;2.5654568776880704;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2018-05-01;Leicester;E06000016;Male;Aged 45-49;275;2.4599695858305752;LeicesterMale;LeicesterMaleAged 45-49;11179;Leicester Male;Leicester Male Aged 45-49
2018-05-01;Leicester;E06000016;Male;Aged 55-59;245;2.535969361349757;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2018-05-01;Leicester;E06000016;Male;Aged 60-64;165;1.9064124783362217;LeicesterMale;LeicesterMaleAged 60-64;8655;Leicester Male;Leicester Male Aged 60-64
2018-05-01;Leicester;E06000016;Male;Aged 65+;0;0.0;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2018-05-01;Leicester;E06000016;Female;All categories: Age 16+;1600;1.2756627466613515;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2018-05-01;Leicester;E06000016;Female;Aged 30-34;165;1.1583011583011582;LeicesterFemale;LeicesterFemaleAged 30-34;14245;Leicester Female;Leicester Female Aged 30-34
2018-05-01;Leicester;E06000016;Female;Aged 65+;0;0.0;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2018-05-01;England;E92000001;Total;Aged 35-39;74795;1.970680219951046;EnglandTotal;EnglandTotalAged 35-39;3795390;England Total;England Total Aged 35-39
2018-05-01;England;E92000001;Total;Aged 50-54;75955;1.9436996289940462;EnglandTotal;EnglandTotalAged 50-54;3907754;England Total;England Total Aged 50-54
2018-05-01;England;E92000001;Total;Aged 65+;125;0.001201772046532229;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2018-05-01;England;E92000001;Male;All categories: Age 16+;445210;2.540222278150488;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2018-05-01;England;E92000001;Male;Aged 30-34;51825;2.715874700310498;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2018-05-01;England;E92000001;Male;Aged 35-39;44930;2.4393223320420976;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2018-05-01;England;E92000001;Male;Aged 45-49;43885;2.469472736480783;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2018-05-01;England;E92000001;Female;All categories: Age 16+;289620;1.6019476036690252;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2018-05-01;England;E92000001;Female;Aged 16-24;52900;1.7895018148728237;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2018-05-01;England;E92000001;Female;Aged 40-44;28110;1.5388245263776201;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2018-05-01;England;E92000001;Female;Aged 45-49;31195;1.7088047678912324;EnglandFemale;EnglandFemaleAged 45-49;1825545;England Female;England Female Aged 45-49
2018-05-01;England;E92000001;Female;Aged 55-59;26925;1.390248587290572;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2018-06-01;Leicester;E06000016;Total;Aged 35-39;465;1.7065472695243686;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2018-06-01;Leicester;E06000016;Total;Aged 55-59;385;1.9768934531450577;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2018-06-01;Leicester;E06000016;Male;Aged 30-34;340;2.5654568776880704;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2018-06-01;Leicester;E06000016;Male;Aged 35-39;290;2.195140413291954;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2018-06-01;Leicester;E06000016;Male;Aged 55-59;245;2.535969361349757;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2018-06-01;Leicester;E06000016;Male;Aged 60-64;150;1.733102253032929;LeicesterMale;LeicesterMaleAged 60-64;8655;Leicester Male;Leicester Male Aged 60-64
2018-06-01;Leicester;E06000016;Female;Aged 16-24;305;1.007531712473573;LeicesterFemale;LeicesterFemaleAged 16-24;30272;Leicester Female;Leicester Female Aged 16-24
2018-06-01;Leicester;E06000016;Female;Aged 40-44;165;1.3395031660983925;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2018-06-01;Leicester;E06000016;Female;Aged 45-49;150;1.3204225352112675;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2018-06-01;England;E92000001;Total;All categories: Age 16+;727930;2.044422036023372;EnglandTotal;EnglandTotalAll categories: Age 16+;35605662;England Total;England Total All categories: Age 16+
2018-06-01;England;E92000001;Total;Aged 30-34;84870;2.147202400454386;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2018-06-01;England;E92000001;Total;Aged 35-39;74675;1.9675184895359896;EnglandTotal;EnglandTotalAged 35-39;3795390;England Total;England Total Aged 35-39
2018-06-01;England;E92000001;Total;Aged 40-44;66940;1.869620372661648;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2018-06-01;England;E92000001;Total;Aged 60-64;53065;1.6297614433424101;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2018-06-01;England;E92000001;Male;Aged 16-24;83630;2.757243244704596;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2018-06-01;England;E92000001;Male;Aged 30-34;51200;2.6831217492696093;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2018-06-01;England;E92000001;Female;Aged 16-24;52060;1.7610862851092475;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2018-06-01;England;E92000001;Female;Aged 35-39;30095;1.5405800402869743;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2018-06-01;England;E92000001;Female;Aged 50-54;30210;1.5219994669727124;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2018-07-01;Leicester;E06000016;Total;All categories: Age 16+;4260;1.7210591381776168;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2018-07-01;Leicester;E06000016;Total;Aged 16-24;840;1.4088995488166922;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2018-07-01;Leicester;E06000016;Total;Aged 30-34;520;1.891046621572478;LeicesterTotal;LeicesterTotalAged 30-34;27498;Leicester Total;Leicester Total Aged 30-34
2018-07-01;Leicester;E06000016;Male;All categories: Age 16+;2605;2.133549554862118;LeicesterMale;LeicesterMaleAll categories: Age 16+;122097;Leicester Male;Leicester Male All categories: Age 16+
2018-07-01;Leicester;E06000016;Male;Aged 30-34;340;2.5654568776880704;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2018-07-01;Leicester;E06000016;Male;Aged 35-39;275;2.0815986677768525;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2018-07-01;Leicester;E06000016;Male;Aged 40-44;225;1.8187697033384527;LeicesterMale;LeicesterMaleAged 40-44;12371;Leicester Male;Leicester Male Aged 40-44
2018-07-01;Leicester;E06000016;Male;Aged 55-59;245;2.535969361349757;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2018-07-01;Leicester;E06000016;Female;Aged 35-39;175;1.246705136425162;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2018-07-01;Leicester;E06000016;Female;Aged 55-59;150;1.5284287752190748;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2018-07-01;Leicester;E06000016;Female;Aged 65+;0;0.0;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2018-07-01;England;E92000001;Total;Aged 25-29;95210;2.562658080151633;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2018-07-01;England;E92000001;Total;Aged 30-34;85295;2.157954857390796;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2018-07-01;England;E92000001;Total;Aged 55-59;67400;1.7707163966499306;EnglandTotal;EnglandTotalAged 55-59;3806369;England Total;England Total Aged 55-59
2018-07-01;England;E92000001;Male;All categories: Age 16+;434760;2.4805980046465854;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2018-07-01;England;E92000001;Male;Aged 16-24;82270;2.712404660311457;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2018-07-01;England;E92000001;Male;Aged 25-29;58135;3.1979048456220855;EnglandMale;EnglandMaleAged 25-29;1817909;England Male;England Male Aged 25-29
2018-07-01;England;E92000001;Male;Aged 30-34;50910;2.667924379986637;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2018-07-01;England;E92000001;Male;Aged 45-49;42775;2.407011423105059;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2018-07-01;England;E92000001;Male;Aged 50-54;44545;2.316595288800826;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2018-07-01;England;E92000001;Male;Aged 55-59;40505;2.1664308846772014;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2018-07-01;England;E92000001;Male;Aged 60-64;32180;2.008787979232953;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2018-07-01;England;E92000001;Female;Aged 30-34;34385;1.68194447161948;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2018-07-01;England;E92000001;Female;Aged 40-44;28340;1.5514154065294115;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2018-08-01;Leicester;E06000016;Total;Aged 16-24;865;1.4508310830076652;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2018-08-01;Leicester;E06000016;Total;Aged 35-39;485;1.7799471520845564;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2018-08-01;Leicester;E06000016;Total;Aged 45-49;435;1.929988020764009;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2018-08-01;Leicester;E06000016;Male;Aged 30-34;330;2.4900022636384214;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2018-08-01;Leicester;E06000016;Male;Aged 40-44;220;1.7783525988198206;LeicesterMale;LeicesterMaleAged 40-44;12371;Leicester Male;Leicester Male Aged 40-44
2018-08-01;Leicester;E06000016;Male;Aged 45-49;265;2.370516146345827;LeicesterMale;LeicesterMaleAged 45-49;11179;Leicester Male;Leicester Male Aged 45-49
2018-08-01;Leicester;E06000016;Male;Aged 65+;0;0.0;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2018-08-01;Leicester;E06000016;Female;Aged 45-49;170;1.4964788732394365;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2018-08-01;Leicester;E06000016;Female;Aged 65+;0;0.0;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2018-08-01;England;E92000001;Total;Aged 65+;195;0.0018747643925902775;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2018-08-01;England;E92000001;Male;Aged 45-49;42890;2.413482640256598;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2018-08-01;England;E92000001;Male;Aged 60-64;32800;2.047490544401518;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2018-08-01;England;E92000001;Female;Aged 25-29;38260;2.016471185965445;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2018-08-01;England;E92000001;Female;Aged 35-39;31590;1.6171099342969102;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2018-08-01;England;E92000001;Female;Aged 40-44;28905;1.5823451773370727;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2018-08-01;England;E92000001;Female;Aged 60-64;21955;1.3273584569148091;EnglandFemale;EnglandFemaleAged 60-64;1654037;England Female;England Female Aged 60-64
2018-08-01;England;E92000001;Female;Aged 65+;35;0.0006205019151348395;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2018-09-01;Leicester;E06000016;Total;Aged 16-24;930;1.5598530719041948;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2018-09-01;Leicester;E06000016;Total;Aged 30-34;555;2.0183286057167793;LeicesterTotal;LeicesterTotalAged 30-34;27498;Leicester Total;Leicester Total Aged 30-34
2018-09-01;Leicester;E06000016;Total;Aged 60-64;325;1.8817671240808291;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2018-09-01;Leicester;E06000016;Male;Aged 30-34;345;2.603184184712895;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2018-09-01;Leicester;E06000016;Male;Aged 35-39;320;2.4222239043221556;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2018-09-01;Leicester;E06000016;Male;Aged 40-44;230;1.8591868078570852;LeicesterMale;LeicesterMaleAged 40-44;12371;Leicester Male;Leicester Male Aged 40-44
2018-09-01;Leicester;E06000016;Female;Aged 40-44;185;1.501867186231531;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2018-09-01;Leicester;E06000016;Female;Aged 50-54;160;1.4582573824279985;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2018-09-01;Leicester;E06000016;Female;Aged 60-64;140;1.6248839368616528;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2018-09-01;England;E92000001;Total;Aged 25-29;97915;2.635465454448558;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2018-09-01;England;E92000001;Total;Aged 55-59;68545;1.800797557987678;EnglandTotal;EnglandTotalAged 55-59;3806369;England Total;England Total Aged 55-59
2018-09-01;England;E92000001;Total;Aged 60-64;56270;1.7281951647390448;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2018-09-01;England;E92000001;Male;Aged 30-34;51695;2.709062086493993;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2018-09-01;England;E92000001;Male;Aged 40-44;39090;2.2290180630865146;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2018-09-01;England;E92000001;Female;Aged 25-29;39300;2.071283784852117;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2018-09-01;England;E92000001;Female;Aged 30-34;36815;1.8008080768553485;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2018-09-01;England;E92000001;Female;Aged 40-44;29855;1.6343509866596888;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2018-09-01;England;E92000001;Female;Aged 50-54;31645;1.5942957011701915;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2018-09-01;England;E92000001;Female;Aged 65+;35;0.0006205019151348395;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2018-10-01;Leicester;E06000016;Total;All categories: Age 16+;4880;1.9715419235461897;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2018-10-01;Leicester;E06000016;Total;Aged 30-34;595;2.163793730453124;LeicesterTotal;LeicesterTotalAged 30-34;27498;Leicester Total;Leicester Total Aged 30-34
2018-10-01;Leicester;E06000016;Total;Aged 45-49;465;2.063090642885665;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2018-10-01;Leicester;E06000016;Total;Aged 55-59;425;2.1822849807445444;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2018-10-01;Leicester;E06000016;Total;Aged 65+;0;0.0;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2018-10-01;Leicester;E06000016;Male;Aged 25-29;390;2.88953100689042;LeicesterMale;LeicesterMaleAged 25-29;13497;Leicester Male;Leicester Male Aged 25-29
2018-10-01;Leicester;E06000016;Male;Aged 30-34;360;2.716366105787369;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2018-10-01;Leicester;E06000016;Male;Aged 45-49;275;2.4599695858305752;LeicesterMale;LeicesterMaleAged 45-49;11179;Leicester Male;Leicester Male Aged 45-49
2018-10-01;Leicester;E06000016;Female;Aged 25-29;255;1.8490319773765498;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2018-10-01;Leicester;E06000016;Female;Aged 35-39;200;1.4248058702001851;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2018-10-01;Leicester;E06000016;Female;Aged 50-54;190;1.7316806416332482;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2018-10-01;Leicester;E06000016;Female;Aged 65+;0;0.0;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2018-10-01;England;E92000001;Total;Aged 30-34;90145;2.2806593659592393;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2018-10-01;England;E92000001;Total;Aged 45-49;76055;2.1110878257502472;EnglandTotal;EnglandTotalAged 45-49;3602645;England Total;England Total Aged 45-49
2018-10-01;England;E92000001;Total;Aged 50-54;77415;1.981061243875638;EnglandTotal;EnglandTotalAged 50-54;3907754;England Total;England Total Aged 50-54
2018-10-01;England;E92000001;Total;Aged 60-64;57770;1.7742639891056444;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2018-10-01;England;E92000001;Male;Aged 30-34;52275;2.739456825059938;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2018-10-01;England;E92000001;Female;Aged 25-29;40395;2.128995126949141;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2018-10-01;England;E92000001;Female;Aged 55-59;28145;1.4532422094444994;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2018-10-01;England;E92000001;Female;Aged 65+;60;0.0010637175688025821;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2018-11-01;Leicester;E06000016;Total;All categories: Age 16+;5045;2.0382026648136327;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2018-11-01;Leicester;E06000016;Total;Aged 25-29;690;2.52858399296394;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2018-11-01;Leicester;E06000016;Total;Aged 50-54;435;1.9869364637098617;LeicesterTotal;LeicesterTotalAged 50-54;21893;Leicester Total;Leicester Total Aged 50-54
2018-11-01;Leicester;E06000016;Total;Aged 60-64;370;2.1423194951074054;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2018-11-01;Leicester;E06000016;Male;Aged 30-34;380;2.8672753338866674;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2018-11-01;Leicester;E06000016;Female;Aged 25-29;265;1.921543035312885;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2018-11-01;Leicester;E06000016;Female;Aged 55-59;180;1.8341145302628896;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2018-11-01;Leicester;E06000016;Female;Aged 65+;0;0.0;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2018-11-01;England;E92000001;Total;Aged 25-29;100575;2.7070616154947014;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2018-11-01;England;E92000001;Total;Aged 35-39;81115;2.1371980218106703;EnglandTotal;EnglandTotalAged 35-39;3795390;England Total;England Total Aged 35-39
2018-11-01;England;E92000001;Total;Aged 60-64;59300;1.8212541899595762;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2018-11-01;England;E92000001;Male;Aged 25-29;59475;3.2716159059666907;EnglandMale;EnglandMaleAged 25-29;1817909;England Male;England Male Aged 25-29
2018-11-01;England;E92000001;Male;Aged 30-34;53190;2.787407145383799;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2018-11-01;England;E92000001;Male;Aged 35-39;46760;2.5386759903469507;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2018-11-01;England;E92000001;Male;Aged 45-49;43785;2.463845591131619;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2018-11-01;England;E92000001;Female;Aged 35-39;34355;1.7586518452918758;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
